11	10258827.564785616
1	627260.8186571929
2	9899367.311166158
3	2003167.4682399882
4	10291980.496197054
5	9991923.155779108
6	10746795.31723737
7	11819663.050322872
8	12736816.551449059
9	12521541.44552107
10	9704409.310379554
11	10114590.050459882
12	9440731.07916633
13	28989259.551320273
14	33062509.511743892
15	31826126.38824038
16	32452743.52003131
17	8039407.115477116
18	9073141.71489184
19	35229696.9599676
20	9449848.257692998
21	32245727.58021004
22	32693867.082773514
23	32161339.394976877
24	9293836.401087865
25	31848949.63197161
1	599376.1670118498
2	8872489.24964246
3	3700539.5315014096
4	7612159.484641464
5	9907388.523627479
6	10834509.68037841
7	11814901.748043654
8	12715476.082428562
9	13285223.518460622
10	9764110.427980019
11	10258433.889104638
12	9721465.232941847
13	35257593.200719215
14	38496894.14387522
1	614621.2189159354
2	10247175.622713134
3	2219646.9211323047
4	10125168.619636634
5	9481713.332598252
6	10386249.536975466
7	11296935.90287778
8	12227961.231761431
9	13000624.734875282
10	9459397.539649563
11	10115743.64212253
12	9675859.336558355
13	29586602.140149772
14	32550420.960881688
1	595899.6166599612
2	5525668.523819056
3	2285648.9185347245
4	5102551.484408219
5	4905733.683619325
6	5266782.861948225
7	5796365.734526877
8	7630377.637066998
9	8250124.526152045
10	8368046.236495506
11	7987185.65416893
12	7313886.297509046
13	9446468.242368732
14	8028148.346773288
15	9310146.079162503
16	8094468.5256470945
17	7988401.127154779
18	7991305.073561518
19	9473861.779990153
20	8272254.7961437665
21	9207392.342785895
22	9469273.103646386
23	9517117.70995352
24	8544517.610958975
25	9486585.651027117
26	6814647.960302268
27	9415475.358651973
28	7978474.994165424
29	9380759.621153723
30	7482497.55288468
31	8155697.132352537
32	6797448.437705018
33	8219349.339419164
34	8160584.70822335
35	9393093.970786748
36	9445276.270961763
37	9445424.386528298
38	8293977.597844479
39	9466578.918135777
40	8432661.637712488
41	9372269.1348874
42	9481790.96667819
43	9476241.372677706
44	9576482.920695065
45	6396005.223582906
46	8004204.057313168
47	5925293.188846225
48	9434463.994328579
49	9465644.576613408
50	7688696.950090698
51	9347785.53936011
52	9450089.060936704
53	9467006.974606842
54	9426745.176766727
55	9407941.888290334
56	4605859.0260720905
57	9452489.1501791
58	9468232.68235244
59	9511655.618993947
60	8336899.748952544
61	4832676.470877938
62	9428806.458572684
63	9469295.688716039
64	7985454.802936449
65	8211642.958763225
66	9479419.691130117
67	6521606.684501447
68	7421145.799141979
69	9537452.630815214
70	7506694.512998498
71	9474101.537063435
72	8131660.630573601
73	8172133.000778302
74	9496844.290174862
75	5697421.135548778
76	9410688.66930922
77	9513833.648460269
78	8136855.65622039
79	9327214.912225245
80	9539740.980229866
81	9454929.365095703
82	8017011.70369339
83	9482980.401785111
84	9484289.550120695
85	9462602.669572657
86	8117569.239515278
87	9509086.97373885
88	9421926.466372212
89	9368397.259408133
90	8214525.91445647
91	9555422.781399582
92	8161492.44082734
93	9480660.968458354
94	9458099.366879396
95	9467358.718972724
96	9453007.97073761
97	8609167.94283404
98	9465713.150813889
99	7266695.21885864
100	8579155.857791234
101	8620719.538611816
102	9471814.87892296
103	8330651.301145279
104	9438267.709576163
105	4089316.527529744
106	9479139.807604773
107	8280007.511467395
108	5544910.697087166
109	9476218.577003071
110	5693550.36239978
111	9441957.88653102
112	9357891.434989646
113	8168795.660755055
114	8226754.073822022
115	9473694.39766051
116	6189948.116481588
117	8551910.455847386
118	8346385.329772783
119	9469805.603791099
120	9457488.371649344
121	9449039.526123207
122	9388380.586721908
123	9440921.535652258
124	7058003.222490793
125	6005501.360476826
126	5824251.580315233
127	9373279.300633961
128	7240136.886858714
129	9425073.571256557
130	9444874.570075475
131	9484744.192428704
132	9351887.28585574
133	9472115.201577242
134	9464268.91671743
135	7825339.790361016
136	9478578.430178955
137	9460912.617851436
138	6665037.524210615
139	7441135.1609788705
140	9390782.247378139
141	7354956.378482177
142	8249477.430073044
143	9429945.696336268
144	7929027.82224036
145	9488354.32142855
146	5883083.3560167095
147	6918286.529995093
148	9478844.066319836
149	9455463.833496409
